season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,cnt_7,cnt_1
1,0,1,4,0,5,1,2,0.2,0.2121,0.69,0.1343,1,,1.0
1,0,1,5,0,5,1,3,0.22,0.2727,0.55,0.0,5,,4.0
1,0,1,6,0,5,1,2,0.2,0.2576,0.69,0.0,34,,36.0
1,0,1,7,0,5,1,1,0.2,0.2121,0.69,0.1343,84,,95.0
1,0,1,8,0,5,1,1,0.2,0.197,0.51,0.2537,210,,219.0
1,0,1,9,0,5,1,1,0.2,0.1818,0.47,0.2985,134,,122.0
1,0,1,10,0,5,1,1,0.22,0.197,0.37,0.3284,63,,45.0
1,0,1,11,0,5,1,2,0.2,0.197,0.4,0.2239,67,,59.0
1,0,1,12,0,5,1,2,0.2,0.197,0.37,0.2537,59,,84.0
1,0,1,13,0,5,1,2,0.2,0.1818,0.37,0.2836,73,,67.0
1,0,1,14,0,5,1,2,0.2,0.197,0.4,0.2537,50,,70.0
1,0,1,15,0,5,1,2,0.2,0.2121,0.37,0.1642,72,,62.0
1,0,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,87,,86.0
1,0,1,17,0,5,1,2,0.2,0.2576,0.37,0.0,187,,172.0
1,0,1,18,0,5,1,1,0.2,0.2273,0.4,0.0896,123,,163.0
1,0,1,19,0,5,1,1,0.16,0.197,0.55,0.0896,95,,112.0
1,0,1,20,0,5,1,1,0.18,0.2121,0.47,0.1045,51,,69.0
1,0,1,21,0,5,1,1,0.18,0.197,0.47,0.1343,39,,48.0
1,0,1,22,0,5,1,2,0.18,0.197,0.43,0.1642,36,,52.0
1,0,1,23,0,5,1,2,0.18,0.197,0.51,0.1642,15,,23.0
1,0,1,0,0,6,0,2,0.18,0.197,0.51,0.1642,25,16.0,17.0
1,0,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896,16,40.0,7.0
1,0,1,2,0,6,0,2,0.18,0.2424,0.55,0.0,16,32.0,1.0
1,0,1,3,0,6,0,3,0.18,0.197,0.55,0.1642,7,13.0,
1,0,1,4,0,6,0,3,0.18,0.197,0.55,0.1642,1,1.0,1.0
1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,5,1.0,5.0
1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,2,2.0,34.0
1,0,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045,9,3.0,84.0
1,0,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045,15,8.0,210.0
1,0,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045,20,14.0,134.0
1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,61,36.0,63.0
1,0,1,11,0,6,0,2,0.2,0.1818,0.69,0.3881,62,56.0,67.0
1,0,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582,98,84.0,59.0
1,0,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284,102,94.0,73.0
1,0,1,14,0,6,0,1,0.2,0.1667,0.32,0.4925,95,106.0,50.0
1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,74,110.0,72.0
1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,76,93.0,87.0
1,0,1,17,0,6,0,1,0.16,0.1212,0.37,0.5522,69,67.0,187.0
1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,55,35.0,123.0
1,0,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537,30,37.0,95.0
1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,28,36.0,51.0
1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582,37,34.0,39.0
1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,34,28.0,36.0
1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,22,39.0,15.0
1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881,25,17.0,25.0
1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,12,17.0,16.0
1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,11,9.0,16.0
1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,4,6.0,7.0
1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,1,3.0,1.0
1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,1,,5.0
1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,1,2.0,2.0
1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,6,1.0,9.0
1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,10,8.0,15.0
1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,19,20.0,20.0
1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,49,53.0,61.0
1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,49,70.0,62.0
1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,83,93.0,98.0
1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,75,75.0,102.0
1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,72,59.0,95.0
1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,82,74.0,74.0
1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,92,76.0,76.0
1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,62,65.0,69.0
1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,48,53.0,55.0
1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,41,30.0,30.0
1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,38,22.0,28.0
1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,20,31.0,37.0
1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,15,9.0,34.0
1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,6,8.0,22.0
1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,5,5.0,25.0
1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,2.0,12.0
1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,3,,11.0
1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,1,,4.0
1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,3,1.0,1.0
1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,3,3.0,1.0
1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,31,30.0,1.0
1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,77,64.0,6.0
1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,188,154.0,10.0
1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,94,88.0,19.0
1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,31,44.0,49.0
1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,30,51.0,49.0
1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,52,61.0,83.0
1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,54,61.0,75.0
1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,47,77.0,72.0
1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,45,72.0,82.0
1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,74,76.0,92.0
1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,178,157.0,62.0
1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,155,157.0,48.0
1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,95,110.0,41.0
1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,74,52.0,38.0
1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,38,52.0,20.0
1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,24,20.0,15.0
1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,18,12.0,6.0
1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,12,5.0,5.0
1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,3,2.0,1.0
1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,3,1.0,3.0
1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,6,4.0,3.0
1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,27,36.0,31.0
1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,99,94.0,77.0
1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,217,179.0,188.0
1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,130,100.0,94.0
1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,54,42.0,31.0
1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,35,57.0,30.0
1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,57,78.0,52.0
1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,52,97.0,54.0
1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,63,63.0,47.0
1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,47,65.0,45.0
1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,76,83.0,74.0
1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,136,212.0,178.0
1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,95,182.0,155.0
1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,51,112.0,95.0
1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,32,54.0,74.0
1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,20,48.0,38.0
1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,29,35.0,24.0
1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,19,11.0,18.0
1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,7,6.0,12.0
1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,6,6.0,3.0
1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,1,2.0,3.0
1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,5,3.0,6.0
1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,16,33.0,27.0
1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,54,88.0,99.0
1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,128,195.0,217.0
1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,81,115.0,130.0
1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,39,57.0,54.0
1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,35,46.0,35.0
1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,55,79.0,57.0
1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,49,71.0,52.0
1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,44,62.0,63.0
1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,49,62.0,47.0
1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,68,89.0,76.0
1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,139,190.0,136.0
1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,137,169.0,95.0
1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,83,132.0,51.0
1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,56,89.0,32.0
1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,57,43.0,20.0
1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,33,42.0,29.0
1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,20,19.0,19.0
1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,7,11.0,7.0
1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,2,4.0,6.0
1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,2,2.0,1.0
1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,3,,
1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,4,1.0,
1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,3,4.0,5.0
1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,28,36.0,16.0
1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,72,95.0,54.0
1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,202,219.0,128.0
1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,139,122.0,81.0
1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,38,45.0,39.0
1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,37,59.0,35.0
1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,52,84.0,55.0
1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,83,67.0,49.0
1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,42,70.0,44.0
1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,60,62.0,49.0
1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,78,86.0,68.0
1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,162,172.0,139.0
1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,144,163.0,137.0
1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,99,112.0,83.0
1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,64,69.0,56.0
1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,40,48.0,57.0
1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,30,52.0,33.0
1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,15,23.0,20.0
1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,14,17.0,7.0
1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,5,7.0,2.0
1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,1,1.0,2.0
1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,1,,3.0
1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,8,5.0,3.0
1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,17,34.0,28.0
1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,70,84.0,72.0
1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,158,210.0,202.0
1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,117,134.0,139.0
1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,44,63.0,38.0
1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,53,67.0,37.0
1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,61,59.0,52.0
1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,77,73.0,83.0
1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,64,50.0,42.0
1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,68,72.0,60.0
1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,90,87.0,78.0
1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,159,187.0,162.0
1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,139,123.0,144.0
1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,92,95.0,99.0
1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,68,51.0,64.0
1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,52,39.0,40.0
1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,36,36.0,30.0
1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,27,15.0,15.0
1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,28,25.0,14.0
1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,20,16.0,5.0
1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,12,16.0,1.0
1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,8,7.0,1.0
1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,5,1.0,
1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0.0,1,5.0,8.0
1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,3,2.0,17.0
